akpop,akrank,alpop,alrank,arpop,arrank,azpop,azrank,capop,carank,copop,corank,ctpop,ctrank,depop,derank,flpop,flrank,gapop,garank,hipop,hirank,iapop,iarank,idpop,idrank,ilpop,ilrank,inpop,inrank,kspop,ksrank,kyrank,kypop,lapop,larank,marank,mapop,mdpop,mdrank,mepop,merank,mirank,mipop,mnrank,mnpop,mopop,morank,mspop,msrank,mtrank,mtpop,ncpop,ncrank,ndpop,ndrank,nepop,nerank,nhrank,nhpop,njpop,njrank,nmrank,nmpop,nvrank,nvpop,nyrank,nypop,ohpop,ohrank,okpop,okrank,orpop,orrank,papop,parank,rirank,ripop,scpop,scrank,sdpop,sdrank,tnpop,tnrank,txpop,txrank,utpop,utrank,vapop,varank,vtpop,vtrank,wapop,warank,wipop,wirank,wvpop,wvrank,wyrank,wypop
,,,,,,,,,,,,,,,,5.541263545,5.97126184,,,,,6.495265556,5.97126184,,,,,,,,,5.97126184,5.081404365,,,,,,,,,5.97126184,8.480736654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.529429088,5.973809612,,,,,6.489204931,5.973809612,,,,,,,,,5.973809612,5.075173815,,,,,,,,,5.973809612,8.475537516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.521460918,5.976350909,,,,,6.481577129,5.976350909,,,,,,,,,5.976350909,5.075173815,,,,,,,,,5.976350909,8.470520783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.446737372,5.978885765,,,,,6.480044562,5.978885765,,,,,,,,,5.978885765,5.049856007,,,,,,,,,5.978885765,8.469682209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.438079309,5.981414211,,,,,6.480044562,5.981414211,,,,,,,,,5.981414211,5.036952602,,,,,,,,,5.981414211,8.469262658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.38907173,5.983936281,,,,,6.475432717,5.983936281,,,,,,,,,5.983936281,5.023880521,,,,,,,,,5.983936281,8.46884293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.278114659,5.986452005,,,,,6.470799504,5.986452005,,,,,,,,,5.986452005,4.997212274,,,,,,,,,5.986452005,8.467372496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.214935758,5.988961417,,,,,6.464588304,5.988961417,,,,,,,,,5.988961417,4.96284463,,,,,,,,,5.988961417,8.466951975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.192956851,5.991464547,,,,,6.463029457,5.991464547,,,,,,,,,5.991464547,4.955827058,,,,,,,,,5.991464547,8.462737006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.990432587,5.993961427,,,,,6.458338283,5.993961427,,,,,,,,,5.993961427,4.941642423,,,,,,,,,5.993961427,8.461891876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.8978398,5.996452089,,,,,6.456769656,5.996452089,,,,,,,,,5.996452089,4.927253685,,,,,,,,,5.996452089,8.459987718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.795790546,5.998936562,,,,,6.453624999,5.998936562,,,,,,,,,5.998936562,4.912654886,,,,,,,,,5.998936562,8.459775921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.691347882,6.001414878,,,,,6.448889394,6.001414878,,,,,,,,,6.001414878,4.905274778,,,,,,,,,6.001414878,8.458079927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.454347296,6.003887067,,,,,6.447305863,6.003887067,,,,,,,,,6.003887067,4.8978398,,,,,,,,,6.003887067,8.456381052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.850147602,6.00635316,,,,,6.442540166,6.00635316,,,,,,,,,6.00635316,4.787491743,,,,,,,,,6.00635316,8.455743229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.17805383,6.008813185,,,,,6.432940093,6.008813185,,,,,,,,,6.008813185,4.736198448,,,,,,,,,6.008813185,8.451694209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2.772588722,6.011267174,,,,,6.424869024,6.011267174,,,,,,,,,6.011267174,4.727387819,,,,,,,,,6.011267174,8.449984442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2.48490665,6.013715156,,,,,6.415096959,6.013715156,,,,,,,,,6.013715156,4.700480366,,,,,,,,,6.013715156,8.449342525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2.302585093,6.01615716,,,,,6.411818268,6.01615716,,,,,,,,,6.01615716,4.663439094,,,,,,,,,6.01615716,8.447628728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.410174882,6.018593214,,,,,,,,,6.018593214,4.634728988,,,,,,,,,6.018593214,8.446556112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.405228458,6.021023349,,,,,,,,,6.021023349,4.634728988,,,,,,,,,6.021023349,8.445911989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.401917197,6.023447593,,,,,,,,,6.023447593,4.59511985,,,,,,,,,6.023447593,8.445482344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.395261598,6.025865974,,,,,,,,,6.025865974,4.49980967,,,,,,,,,6.025865974,8.442900587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.395261598,6.02827852,,,,,,,,,6.02827852,4.49980967,,,,,,,,,6.02827852,8.441175705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.390240667,6.03068526,,,,,,,,,6.03068526,4.394449155,,,,,,,,,6.03068526,8.438799124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.369900983,6.033086222,,,,,,,,,6.033086222,4.356708827,,,,,,,,,6.033086222,8.436850439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.369900983,6.035481433,,,,,,,,,6.035481433,3.912023005,,,,,,,,,6.035481433,8.434246271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.357842267,6.03787092,,,,,,,,,6.03787092,3.850147602,,,,,,,,,6.03787092,8.427049642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.357842267,6.040254711,,,,,,,,,6.040254711,3.555348061,,,,,,,,,6.040254711,8.426830751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.356107661,6.042632834,,,,,,,,,,,,,,,,,,,6.042632834,8.426830751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.340359304,6.045005314,,,,,,,,,,,,,,,,,,,6.045005314,8.41803562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.336825731,6.047372179,,,,,,,,,,,,,,,,,,,6.047372179,8.416267273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.329720906,6.049733455,,,,,,,,,,,,,,,,,,,6.049733455,8.415603336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.32256524,6.052089169,,,,,,,,,,,,,,,,,,,6.052089169,8.413387023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.32256524,6.054439346,,,,,,,,,,,,,,,,,,,6.054439346,8.41249912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.320768294,6.056784013,,,,,,,,,,,,,,,,,,,6.056784013,8.406261631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.317164687,6.059123196,,,,,,,,,,,,,,,,,,,6.059123196,8.402006782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.317164687,6.061456919,,,,,,,,,,,,,,,,,,,6.061456919,8.399760095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.317164687,6.063785209,,,,,,,,,,,,,,,,,,,6.063785209,8.3918567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.302618976,6.06610809,,,,,,,,,,,,,,,,,,,6.06610809,8.390722527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.300785795,6.068425588,,,,,,,,,,,,,,,,,,,6.068425588,8.390041406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.300785795,6.070737728,,,,,,,,,,,,,,,,,,,6.070737728,8.38935982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.295266001,6.073044534,,,,,,,,,,,,,,,,,,,6.073044534,8.383661799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.28785856,6.075346031,,,,,,,,,,,,,,,,,,,6.075346031,8.380456668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.28785856,6.077642243,,,,,,,,,,,,,,,,,,,6.077642243,8.378850242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.284134161,6.079933195,,,,,,,,,,,,,,,,,,,6.079933195,8.37262974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.278521424,6.08221891,,,,,,,,,,,,,,,,,,,6.08221891,8.369852604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.274762021,6.084499413,,,,,,,,,,,,,,,,,,,6.084499413,8.369157113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.267200549,6.086774727,,,,,,,,,,,,,,,,,,,6.086774727,8.368925175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.263398263,6.089044875,,,,,,,,,,,,,,,,,,,6.089044875,8.364275085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.257667588,6.091309882,,,,,,,,,,,,,,,,,,,6.091309882,8.362875831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.249975242,6.09356977,,,,,,,,,,,,,,,,,,,6.09356977,8.360539381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.246106765,6.095824562,,,,,,,,,,,,,,,,,,,6.095824562,8.35443894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.244166901,6.098074282,,,,,,,,,,,,,,,,,,,6.098074282,8.354203563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.234410726,6.100318952,,,,,,,,,,,,,,,,,,,6.100318952,8.354203563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.232448017,6.102558595,,,,,,,,,,,,,,,,,,,6.102558595,8.352318548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.228511004,6.104793232,,,,,,,,,,,,,,,,,,,6.104793232,8.349720837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.228511004,6.107022888,,,,,,,,,,,,,,,,,,,6.107022888,8.346879254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.228511004,6.109247583,,,,,,,,,,,,,,,,,,,6.109247583,8.344742754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.224558429,6.11146734,,,,,,,,,,,,,,,,,,,6.11146734,8.344267356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.224558429,6.11368218,,,,,,,,,,,,,,,,,,,6.11368218,8.340217321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.222576268,6.115892125,,,,,,,,,,,,,,,,,,,6.115892125,8.335671315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.222576268,6.118097198,,,,,,,,,,,,,,,,,,,6.118097198,8.329416784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.21860012,6.120297419,,,,,,,,,,,,,,,,,,,6.120297419,8.328451067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.21860012,6.12249281,,,,,,,,,,,,,,,,,,,6.12249281,8.321907968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.216606101,6.124683391,,,,,,,,,,,,,,,,,,,6.124683391,8.321178307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.212606096,6.126869184,,,,,,,,,,,,,,,,,,,6.126869184,8.319961022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.206575927,6.12905021,,,,,,,,,,,,,,,,,,,6.12905021,8.319717387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.204557763,6.131226489,,,,,,,,,,,,,,,,,,,6.131226489,8.317033476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.202535517,6.133398043,,,,,,,,,,,,,,,,,,,6.133398043,8.314832179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.202535517,6.135564891,,,,,,,,,,,,,,,,,,,6.135564891,8.314832179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.202535517,6.137727054,,,,,,,,,,,,,,,,,,,6.137727054,8.314097335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.194405391,6.139884552,,,,,,,,,,,,,,,,,,,6.139884552,8.313607139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.192362489,6.142037406,,,,,,,,,,,,,,,,,,,6.142037406,8.312626026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.188264123,6.144185634,,,,,,,,,,,,,,,,,,,6.144185634,8.312135108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.184148891,6.146329258,,,,,,,,,,,,,,,,,,,6.146329258,8.311398278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.184148891,6.148468296,,,,,,,,,,,,,,,,,,,6.148468296,8.311152548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.182084907,6.150602768,,,,,,,,,,,,,,,,,,,6.150602768,8.310660906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.180016654,6.152732695,,,,,,,,,,,,,,,,,,,6.152732695,8.310169022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.165417854,6.154858094,,,,,,,,,,,,,,,,,,,6.154858094,8.297792626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.154858094,6.156978986,,,,,,,,,,,,,,,,,,,6.156978986,8.296297113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.154858094,6.159095388,,,,,,,,,,,,,,,,,,,6.159095388,8.296047643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.142037406,6.161207322,,,,,,,,,,,,,,,,,,,6.161207322,8.291797105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.133398043,6.163314804,,,,,,,,,,,,,,,,,,,6.163314804,8.291797105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.131226489,6.165417854,,,,,,,,,,,,,,,,,,,6.165417854,8.290794347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.12905021,6.167516491,,,,,,,,,,,,,,,,,,,6.167516491,8.290041619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.126869184,6.169610732,,,,,,,,,,,,,,,,,,,6.169610732,8.289790583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.107022888,6.171700597,,,,,,,,,,,,,,,,,,,6.171700597,8.287276756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.104793232,6.173786104,,,,,,,,,,,,,,,,,,,6.173786104,8.286017468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.100318952,6.17586727,,,,,,,,,,,,,,,,,,,6.17586727,8.283999304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.100318952,6.177944114,,,,,,,,,,,,,,,,,,,6.177944114,8.283999304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.098074282,6.180016654,,,,,,,,,,,,,,,,,,,6.180016654,8.283746747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.09356977,6.182084907,,,,,,,,,,,,,,,,,,,6.182084907,8.283241441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.084499413,6.184148891,,,,,,,,,,,,,,,,,,,6.184148891,8.282988693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.084499413,6.186208624,,,,,,,,,,,,,,,,,,,6.186208624,8.270013062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.08221891,6.188264123,,,,,,,,,,,,,,,,,,,6.188264123,8.269756948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.079933195,6.190315406,,,,,,,,,,,,,,,,,,,6.190315406,8.267705665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.077642243,6.192362489,,,,,,,,,,,,,,,,,,,6.192362489,8.267192186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.077642243,6.194405391,,,,,,,,,,,,,,,,,,,6.194405391,8.26436333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.073044534,6.196444128,,,,,,,,,,,,,,,,,,,6.196444128,8.263074836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.073044534,6.198478716,,,,,,,,,,,,,,,,,,,6.198478716,8.260751355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.070737728,6.200509174,,,,,,,,,,,,,,,,,,,6.200509174,8.259716961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.070737728,6.202535517,,,,,,,,,,,,,,,,,,,6.202535517,8.257904193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.068425588,6.204557763,,,,,,,,,,,,,,,,,,,6.204557763,8.256866849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.068425588,6.206575927,,,,,,,,,,,,,,,,,,,6.206575927,8.254008591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.061456919,6.208590026,,,,,,,,,,,,,,,,,,,6.208590026,8.250881145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.054439346,6.210600077,,,,,,,,,,,,,,,,,,,6.210600077,8.246695944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.052089169,6.212606096,,,,,,,,,,,,,,,,,,,6.212606096,8.245384468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6.045005314,6.214608098,,,,,,,,,,,,,,,,,,,6.214608098,8.243808424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
